RequestTime,Predicted,SendBytes,ReceiveBytes,TimeTaken,UrlType1,UrlType2,UrlType3,Method_GET,Method_POST,Method_PUT,Method_DELETE,Method_HEAD,Method_OPTIONS,Method_PATCH,GroupCount
2023-07-15,4,409207,1403458,196731,0,1611,215,1824,2,0,0,0,0,0,1826
2023-07-15,5,903550669,4293421,2820260,12,9780,90,9882,0,0,0,0,0,0,9882
2023-07-15,6,17508,13820,8967,2,41,37,79,0,0,0,1,0,0,80
2023-07-16,1,54754374,13795992,1733933,14331,0,0,12041,2290,0,0,0,0,0,14331
2023-07-16,2,1752,13514,1600,13,0,0,13,0,0,0,0,0,0,13
2023-07-16,3,979157707,13855858,3004971,0,22268,17,22278,4,0,0,3,0,0,22285
2023-07-16,4,344230,1145848,127780,0,1491,64,1551,1,0,0,3,0,0,1555
2023-07-16,5,737431241,3271023,2366450,5,7797,103,7905,0,0,0,0,0,0,7905
2023-07-16,6,8735,7090,8598,4,17,17,37,0,0,0,1,0,0,38
2023-07-17,1,179430243,30363607,3899917,31302,0,0,25888,5414,0,0,0,0,0,31302
2023-07-17,2,22789,70640,13264,127,0,0,111,16,0,0,0,0,0,127
2023-07-17,3,2076877115,27993774,5800859,0,44849,222,44474,5,0,0,592,0,0,45071
2023-07-17,4,844083,2649793,171727,0,3406,223,3613,7,0,0,9,0,0,3629
2023-07-17,5,748269964,3679861,2298303,34,9198,95,9314,1,0,0,12,0,0,9327
2023-07-17,6,13595,20634,30439,18,25,30,62,4,0,0,7,0,0,73
2023-07-18,1,312467633,36757743,5168072,37521,0,0,30782,6739,0,0,0,0,0,37521
2023-07-18,2,23833,89596,14583,146,0,0,130,16,0,0,0,0,0,146
2023-07-18,3,2381991298,30539009,6920129,0,49680,210,48470,5,0,0,1415,0,0,49890
2023-07-18,4,945509,3027538,220468,0,3769,227,3988,7,0,0,0,1,0,3996
2023-07-18,5,590745309,3021934,1886943,41,7731,85,7840,4,0,0,13,0,0,7857
2023-07-18,6,14823,14462,9422,18,11,23,48,4,0,0,0,0,0,52
2023-07-19,1,137845147,29717677,4468154,29485,0,0,24380,5105,0,0,0,0,0,29485
2023-07-19,2,28798,85580,267754,141,0,0,123,18,0,0,0,0,0,141
2023-07-19,3,1724432322,24542349,5154856,0,38497,206,38695,5,0,0,3,0,0,38703
2023-07-19,4,1036645,3373179,353531,0,4044,235,4272,6,0,0,1,0,0,4279
2023-07-19,5,639519632,3077456,2111094,8,7519,107,7633,1,0,0,0,0,0,7634
2023-07-19,6,12514,14244,16159,18,24,23,61,4,0,0,0,0,0,65
2023-07-20,1,113066152,25023629,2997962,25726,0,0,21534,4191,0,1,0,0,0,25726
2023-07-20,2,22984,71257,10844,128,0,0,113,15,0,0,0,0,0,128
2023-07-20,3,1854987248,26049259,5913664,0,41054,206,41253,5,0,0,2,0,0,41260
2023-07-20,4,1034360,3279610,235884,0,4044,223,4259,8,0,0,0,0,0,4267
2023-07-20,5,476253335,2500249,2105991,16,6202,101,6318,1,0,0,0,0,0,6319
2023-07-20,6,17712,22548,31335,18,55,48,117,4,0,0,0,0,0,121
2023-07-21,1,111516904,23756167,2956434,24411,0,0,20371,4038,0,2,0,0,0,24411
2023-07-21,2,28587,86067,13888,144,0,0,127,17,0,0,0,0,0,144
2023-07-21,3,1710747798,23876038,4961627,0,38119,215,38329,5,0,0,0,0,0,38334
2023-07-21,4,1019253,3276540,205760,0,3973,217,4184,6,0,0,0,0,0,4190
2023-07-21,5,589461824,2808631,2040810,9,7098,104,7207,2,0,0,2,0,0,7211
2023-07-21,6,11313,13953,6017,18,24,29,62,4,0,0,5,0,0,71
2023-07-22,1,71230909,16316812,1967500,16887,0,0,14206,2681,0,0,0,0,0,16887
2023-07-22,2,2429,37784,8058,33,0,0,32,1,0,0,0,0,0,33
2023-07-22,3,1189935937,16452454,3314102,0,27005,17,27021,0,0,0,1,0,0,27022
2023-07-22,4,640811,2131085,190092,0,2511,81,2589,3,0,0,0,0,0,2592
2023-07-22,5,334698322,1584023,1395510,6,3926,80,4010,2,0,0,0,0,0,4012
2023-07-22,6,74677,95233,346314,0,47,633,61,0,0,0,619,0,0,680
2023-07-23,1,66958618,17516170,2185536,17319,0,0,14405,2903,0,11,0,0,0,17319
2023-07-23,2,3770,36221,8431,37,0,0,36,1,0,0,0,0,0,37
2023-07-23,3,1085434031,15071580,4834364,0,24649,10,24656,1,0,0,2,0,0,24659
2023-07-23,4,930562,2830893,829957,0,2749,1707,2813,1,0,0,1642,0,0,4456
2023-07-23,5,378717380,1848807,1614446,16,4488,86,4590,0,0,0,0,0,0,4590
2023-07-23,6,7892,6822,17825,0,17,22,38,0,0,0,1,0,0,39
2023-07-24,1,115143896,26109190,3046321,26220,0,0,21835,4379,0,6,0,0,0,26220
2023-07-24,2,3659,45100,20252,44,0,0,43,1,0,0,0,0,0,44
2023-07-24,3,1776274690,25171272,5058108,0,39812,10,39816,0,0,0,6,0,0,39822
2023-07-24,4,894888,3107244,261034,0,3563,64,3624,0,0,0,3,0,0,3627
2023-07-24,5,377005061,1916143,1450569,2,4873,87,4962,0,0,0,0,0,0,4962
2023-07-24,6,8767,10332,71143,0,25,18,43,0,0,0,0,0,0,43
2023-07-25,1,115265398,23746372,3173065,24536,0,0,20514,4022,0,0,0,0,0,24536
2023-07-25,2,2548,31691,5598,31,0,0,31,0,0,0,0,0,0,31
2023-07-25,3,1755280792,24346734,5501192,0,38854,7,38843,0,0,0,18,0,0,38861
2023-07-25,4,867211,2943283,216181,0,3427,56,3474,9,0,0,0,0,0,3483
2023-07-25,5,309830840,1707433,1347439,2,4285,97,4381,0,0,0,3,0,0,4384
2023-07-25,6,8710,7461,9193,0,12,26,33,0,0,0,5,0,0,38
2023-07-26,1,124894522,22120446,2853616,22850,0,0,18855,3995,0,0,0,0,0,22850
2023-07-26,2,23641,83847,11119,141,0,0,124,17,0,0,0,0,0,141
2023-07-26,3,1647729288,23055935,4834841,0,36408,210,36609,5,0,0,4,0,0,36618
2023-07-26,4,870030,2735983,221335,0,3428,217,3639,6,0,0,0,0,0,3645
2023-07-26,5,146705101,1055996,1048068,31,2783,95,2906,3,0,0,0,0,0,2909
2023-07-26,6,13013,12285,9272,18,11,23,48,4,0,0,0,0,0,52
2023-07-27,1,103990602,23315447,3108055,23972,0,0,20038,3932,0,2,0,0,0,23972
2023-07-27,2,21888,64901,21377,121,0,0,105,16,0,0,0,0,0,121
2023-07-27,3,1734872810,25184869,5527784,0,39169,204,39364,5,0,0,4,0,0,39373
2023-07-27,4,391545,1083402,91761,0,1539,220,1752,6,0,0,1,0,0,1759
2023-07-27,5,163515543,1135178,1106497,4,3037,95,3135,1,0,0,0,0,0,3136
2023-07-27,6,13114,12071,67072,18,11,21,46,4,0,0,0,0,0,50
2023-07-28,1,98510698,21558242,2509522,22291,0,0,18594,3695,0,2,0,0,0,22291
2023-07-28,2,27414,83876,11055,144,0,0,126,18,0,0,0,0,0,144
2023-07-28,3,1655754233,23509383,5755468,0,36840,217,37047,5,0,0,5,0,0,37057
2023-07-28,4,622597,1924548,130845,0,2409,245,2647,7,0,0,0,0,0,2654
2023-07-28,5,241900386,1477724,1306562,8,3823,101,3931,1,0,0,0,0,0,3932
2023-07-28,6,15027,14899,61806,18,17,29,59,4,0,0,1,0,0,64
2023-07-29,1,91028693,15647049,2096288,16327,0,0,13578,2749,0,0,0,0,0,16327
2023-07-29,2,1520,9629,1352,10,0,0,10,0,0,0,0,0,0,10
2023-07-29,3,1199753084,16483234,3883248,0,26759,12,26767,3,0,0,1,0,0,26771
2023-07-29,4,388237,1344737,77759,0,1506,43,1549,0,0,0,0,0,0,1549
2023-07-29,5,366171510,1966823,1604754,18,4876,92,4983,0,0,0,3,0,0,4986
2023-07-29,6,12545,8647,15281,0,8,33,36,0,0,0,5,0,0,41
2023-07-30,1,81256866,15361088,2722581,16181,0,0,13541,2640,0,0,0,0,0,16181
2023-07-30,2,4247,34936,10930,36,0,0,33,3,0,0,0,0,0,36
2023-07-30,3,1157815755,15676954,3722643,0,25732,7,25739,0,0,0,0,0,0,25739
2023-07-30,4,375669,1284794,72580,0,1474,34,1506,2,0,0,0,0,0,1508
2023-07-30,5,240757811,1395664,1278531,8,3544,95,3646,1,0,0,0,0,0,3647
2023-07-30,6,9936,11568,24177,0,35,24,59,0,0,0,0,0,0,59
2023-07-31,1,165524287,28281604,3512602,29654,0,0,24556,5098,0,0,0,0,0,29654
2023-07-31,2,21593,73102,9686,129,0,0,111,18,0,0,0,0,0,129
2023-07-31,3,2204132619,30418003,6278564,0,48800,203,48989,5,0,0,9,0,0,49003
2023-07-31,4,836356,2656971,178098,0,3220,240,3438,6,0,0,16,0,0,3460
2023-07-31,5,212484488,1551982,1445205,5,4139,91,4234,1,0,0,0,0,0,4235
2023-07-31,6,15422,22454,18665,18,71,29,114,4,0,0,0,0,0,118
2023-08-01,1,209531497,42393254,5112825,44963,0,0,37459,7503,0,1,0,0,0,44963
2023-08-01,2,29718,82149,11338,139,0,0,125,14,0,0,0,0,0,139
2023-08-01,3,3486165616,47786928,9968973,0,77510,209,77698,6,0,0,15,0,0,77719
2023-08-01,4,1223702,3930562,273530,0,4753,234,4964,7,0,0,16,0,0,4987
2023-08-01,5,212747875,1687285,1426423,17,4615,95,4726,1,0,0,0,0,0,4727
2023-08-01,6,13924,12822,21267,18,10,26,49,4,0,0,1,0,0,54
2023-08-02,1,216122136,37488208,4698791,38937,0,0,32313,6619,0,5,0,0,0,38937
2023-08-02,2,37322,96549,10279,151,0,0,132,19,0,0,0,0,0,151
2023-08-02,3,2813945106,38719457,8183929,0,61783,210,61988,5,0,0,0,0,0,61993
2023-08-02,4,727393,2238591,173757,0,2817,234,3044,7,0,0,0,0,0,3051
2023-08-02,5,228965483,1597375,1494818,18,4322,101,4432,4,0,0,5,0,0,4441
2023-08-02,6,14033,17109,27330,18,22,29,60,4,0,0,5,0,0,69
2023-08-03,1,137553602,28345138,3400401,29355,0,0,24597,4757,0,1,0,0,0,29355
2023-08-03,2,27078,83829,19104,141,0,0,126,15,0,0,0,0,0,141
2023-08-03,3,2090181227,29037695,6111654,0,46238,207,46435,6,0,0,4,0,0,46445
2023-08-03,4,929275,2957198,235735,0,3566,240,3800,6,0,0,0,0,0,3806
2023-08-03,5,251414637,1573107,1480459,8,3949,104,4060,1,0,0,0,0,0,4061
2023-08-03,6,14703,15917,11952,18,31,29,74,4,0,0,0,0,0,78
2023-08-04,1,177135330,30911976,3914158,31731,0,0,26490,5239,0,2,0,0,0,31731
2023-08-04,2,4782,53748,10188,56,0,0,54,2,0,0,0,0,0,56
2023-08-04,3,2164710164,29668333,6219819,0,47541,16,47555,1,0,0,1,0,0,47557
2023-08-04,4,865622,3011160,214894,0,3357,74,3431,0,0,0,0,0,0,3431
2023-08-04,5,191209727,1452311,1233017,16,3823,92,3931,0,0,0,0,0,0,3931
2023-08-04,6,12969,12763,100760,0,31,36,67,0,0,0,0,0,0,67
2023-08-05,1,103619510,16400340,2111351,17202,0,0,14417,2784,0,1,0,0,0,17202
2023-08-05,2,2409,30361,9844,32,0,0,30,2,0,0,0,0,0,32
2023-08-05,3,1245359401,16756495,3770358,0,27362,144,27481,0,0,0,25,0,0,27506
2023-08-05,4,641398,2061502,219123,0,2209,612,2809,0,0,0,12,0,0,2821
2023-08-05,5,251131104,1621339,1391229,20,4103,89,4212,0,0,0,0,0,0,4212
2023-08-05,6,19730,24421,53976,0,25,101,125,0,0,0,1,0,0,126
2023-08-06,1,105363477,14955981,2140666,15778,0,0,13140,2638,0,0,0,0,0,15778
2023-08-06,2,1685,35456,5576,36,0,0,31,5,0,0,0,0,0,36
2023-08-06,3,1094928467,14626576,3428842,0,24057,10,24065,0,0,0,2,0,0,24067
2023-08-06,4,504152,1718688,126806,0,1944,74,2017,1,0,0,0,0,0,2018
2023-08-06,5,205210961,1331827,1096329,5,3445,92,3538,1,0,0,3,0,0,3542
2023-08-06,6,9807,12668,5911,0,56,29,80,0,0,0,5,0,0,85
2023-08-07,1,200428814,29785693,3500581,30801,0,0,25456,5345,0,0,0,0,0,30801
2023-08-07,2,22524,81549,16073,139,0,0,121,18,0,0,0,0,0,139
2023-08-07,3,2150662152,29412110,6444431,0,46827,202,47015,6,0,0,8,0,0,47029
2023-08-07,4,1059000,3385288,285645,0,4052,265,4298,6,0,0,13,0,0,4317
2023-08-07,5,198978827,1594995,1252458,14,4467,98,4578,1,0,0,0,0,0,4579
2023-08-07,6,13910,13510,9667,18,4,33,50,5,0,0,0,0,0,55
2023-08-08,1,175033004,26911583,3391869,27804,0,0,23116,4688,0,0,0,0,0,27804
2023-08-08,2,22384,74380,12014,132,0,0,115,17,0,0,0,0,0,132
2023-08-08,3,1961515188,26503091,5414204,0,42116,206,42311,6,0,0,5,0,0,42322
2023-08-08,4,1005742,3223273,238116,0,3863,208,4064,7,0,0,0,0,0,4071
2023-08-08,5,216140491,1989147,1753533,2,5895,106,6002,1,0,0,0,0,0,6003
2023-08-08,6,15299,12151,6555,18,10,22,45,5,0,0,0,0,0,50
2023-08-09,1,170697652,30501368,3397023,30891,0,0,24967,5924,0,0,0,0,0,30891
2023-08-09,2,21807,75952,25841,131,0,0,111,20,0,0,0,0,0,131
2023-08-09,3,1998936580,27606486,5450770,0,43637,204,43836,5,0,0,0,0,0,43841
2023-08-09,4,1149083,3708122,267053,0,4369,252,4615,6,0,0,0,0,0,4621
2023-08-09,5,271181021,3237797,2702400,9,9960,122,10089,2,0,0,0,0,0,10091
2023-08-09,6,11417,10741,10945,18,7,19,40,4,0,0,0,0,0,44
2023-08-10,1,166046086,28709774,3654694,29299,0,0,24212,5087,0,0,0,0,0,29299
2023-08-10,2,19975,59247,8288,118,0,0,102,16,0,0,0,0,0,118
2023-08-10,3,1982991785,27047162,6230910,0,43132,217,43339,5,0,0,5,0,0,43349
2023-08-10,4,1102838,3579006,238386,0,4195,242,4429,7,0,0,1,0,0,4437
2023-08-10,5,313059556,3797239,3042252,38,11828,134,11991,5,0,0,4,0,0,12000
2023-08-10,6,19460,17249,59776,18,19,36,64,4,0,0,5,0,0,73
2023-08-11,1,131389783,27385896,3065053,27290,0,0,22744,4545,0,1,0,0,0,27290
2023-08-11,2,11502,47192,13653,47,0,0,45,2,0,0,0,0,0,47
2023-08-11,3,1992000599,27159469,5448804,0,43563,28,43590,0,0,0,1,0,0,43591
2023-08-11,4,858488,2964188,182909,0,3302,55,3357,0,0,0,0,0,0,3357
2023-08-11,5,340687564,2726995,2157453,5,7726,94,7825,0,0,0,0,0,0,7825
2023-08-11,6,6984,6903,31856,0,7,23,30,0,0,0,0,0,0,30
2023-08-12,1,82266632,13772814,1777689,14345,0,0,12081,2263,0,1,0,0,0,14345
2023-08-12,2,7804,19923,7779,22,0,0,21,1,0,0,0,0,0,22
2023-08-12,3,1091842926,14646026,3221928,0,24106,8,24112,1,0,0,1,0,0,24114
2023-08-12,4,502936,1713137,107399,0,1901,48,1946,1,0,0,2,0,0,1949
2023-08-12,5,377308160,1988075,1442819,8,4688,85,4780,0,0,0,1,0,0,4781
2023-08-12,6,5660,3456,2598,0,3,15,18,0,0,0,0,0,0,18
2023-08-13,1,73719919,13713665,1829786,14353,0,0,11906,2446,0,1,0,0,0,14353
2023-08-13,2,2248,27209,9456,31,0,0,28,3,0,0,0,0,0,31
2023-08-13,3,997701921,13127302,4889691,0,21894,10,21902,0,0,0,2,0,0,21904
2023-08-13,4,483109,1612533,87604,0,1857,31,1886,2,0,0,0,0,0,1888
2023-08-13,5,330546413,1768610,1435828,16,4231,93,4340,0,0,0,0,0,0,4340
2023-08-13,6,6899,5118,6244,0,4,19,23,0,0,0,0,0,0,23
2023-08-14,1,174788198,25950995,3114592,26630,0,0,22249,4380,0,1,0,0,0,26630
2023-08-14,2,7077,41895,7717,40,0,0,37,3,0,0,0,0,0,40
2023-08-14,3,1801887137,24528804,5227826,0,39072,31,39099,0,0,0,4,0,0,39103
2023-08-14,4,989999,3370400,277648,0,3801,49,3847,2,0,0,1,0,0,3850
2023-08-14,5,297480699,1730179,1412072,20,4319,91,4424,3,0,0,3,0,0,4430
2023-08-14,6,15529,14236,31482,0,8,49,52,0,0,0,5,0,0,57
2023-08-15,1,162488400,29949945,3472046,30014,0,0,24276,5736,0,2,0,0,0,30014
2023-08-15,2,50878,117229,60472,226,0,0,196,30,0,0,0,0,0,226
2023-08-15,3,1848700234,25285921,6059486,0,40142,386,40516,10,0,0,2,0,0,40528
2023-08-15,4,1352082,4177293,371236,0,5046,401,5425,18,0,0,4,0,0,5447
2023-08-15,5,234932883,1669077,1459994,4,4372,99,4473,2,0,0,0,0,0,4475
2023-08-15,6,17128,17310,23457,36,10,18,56,8,0,0,0,0,0,64
2023-08-16,1,269768456,31528301,4137511,32418,0,0,26563,5854,0,1,0,0,0,32418
2023-08-16,2,10226,31804,9297,32,0,0,29,3,0,0,0,0,0,32
2023-08-16,3,2260027419,30720698,6660928,0,49622,19,49625,0,0,0,16,0,0,49641
2023-08-16,4,1150406,2531900,181909,0,2882,61,2921,8,0,0,14,0,0,2943
2023-08-16,5,190779594,1459696,1359191,25,3847,84,3955,0,0,0,1,0,0,3956
2023-08-16,6,12917,11378,28197,0,31,14,44,0,0,0,1,0,0,45
2023-08-17,1,157849409,24457918,3199541,25328,0,0,21154,4174,0,0,0,0,0,25328
2023-08-17,2,158387,80962,12700,132,0,0,118,14,0,0,0,0,0,132
2023-08-17,3,1943910974,27643953,5985634,0,43426,196,43616,6,0,0,0,0,0,43622
2023-08-17,4,4363245,2212636,171579,0,2657,217,2868,6,0,0,0,0,0,2874
2023-08-17,5,173033364,1211321,1036796,17,3156,85,3256,1,0,0,1,0,0,3258
2023-08-17,6,84172,19011,13315,18,19,19,51,5,0,0,0,0,0,56
2023-08-18,1,165906314,21477837,2614743,22239,0,0,18608,3631,0,0,0,0,0,22239
2023-08-18,2,23394,25875,4209,24,0,1,24,1,0,0,0,0,0,25
2023-08-18,3,1668816488,23832533,5262947,0,37869,25,37894,0,0,0,0,0,0,37894
2023-08-18,4,4010776,2200661,155621,0,2617,30,2645,0,0,0,2,0,0,2647
2023-08-18,5,279987355,1555321,1399573,12,3912,89,4009,0,0,0,4,0,0,4013
2023-08-18,6,73941,11397,13563,0,8,41,44,0,0,0,5,0,0,49
2023-08-19,1,61194848,13003130,1731455,13300,0,0,11158,2137,0,5,0,0,0,13300
2023-08-19,2,45644,51066,3540,42,0,1,43,0,0,0,0,0,0,43
2023-08-19,3,982181988,13298036,3196495,0,22155,20,22174,1,0,0,0,0,0,22175
2023-08-19,4,1856778,1402184,89372,0,1606,34,1639,0,0,0,1,0,0,1640
2023-08-19,5,194390162,1380487,1158209,21,3856,66,3941,1,0,0,1,0,0,3943
2023-08-19,6,39923,8451,37101,0,14,20,34,0,0,0,0,0,0,34
2023-08-20,1,62727874,10536589,1543280,11082,0,0,9310,1771,0,1,0,0,0,11082
2023-08-20,2,15855,51915,13300,45,0,1,42,4,0,0,0,0,0,46
2023-08-20,3,855023178,11945743,3932232,0,19570,13,19581,0,0,0,2,0,0,19583
2023-08-20,4,1093506,1136448,83643,0,1318,28,1345,1,0,0,0,0,0,1346
2023-08-20,5,209372319,1160754,1169863,4,2935,78,3017,0,0,0,0,0,0,3017
2023-08-20,6,12596,5630,4074,0,6,19,25,0,0,0,0,0,0,25
2023-08-21,1,186292184,22984318,2929324,23653,0,0,19672,3981,0,0,0,0,0,23653
2023-08-21,2,15752,33509,6944,33,0,1,31,3,0,0,0,0,0,34
2023-08-21,3,1690869289,23439078,5300609,0,37379,24,37399,2,0,0,2,0,0,37403
2023-08-21,4,3937302,2219066,130388,0,2533,33,2565,1,0,0,0,0,0,2566
2023-08-21,5,151920237,1186550,1035177,13,3233,64,3308,0,0,0,2,0,0,3310
2023-08-21,6,41272,7353,16118,0,7,21,28,0,0,0,0,0,0,28
2023-08-22,1,186267850,21385548,2837046,22019,0,0,18248,3771,0,0,0,0,0,22019
2023-08-22,2,8970,28608,6533,29,0,1,29,1,0,0,0,0,0,30
2023-08-22,3,1657809917,22757106,6025405,0,36320,23,36341,0,0,0,2,0,0,36343
2023-08-22,4,4201351,2394563,165857,0,2730,32,2761,1,0,0,0,0,0,2762
2023-08-22,5,188635783,1322107,1192422,32,3490,79,3598,0,0,0,3,0,0,3601
2023-08-22,6,64020,9982,19918,0,8,33,36,0,0,0,5,0,0,41
2023-08-23,1,135383727,20467787,2719105,21112,0,0,17511,3601,0,0,0,0,0,21112
2023-08-23,2,155721,78340,15224,133,0,2,121,14,0,0,0,0,0,135
2023-08-23,3,1565748073,22150656,4906745,0,35022,203,35218,6,0,0,1,0,0,35225
2023-08-23,4,5105988,2589065,177907,0,3152,202,3347,6,0,0,1,0,0,3354
2023-08-23,5,170410290,1207980,1088554,12,3235,80,3325,1,0,0,1,0,0,3327
2023-08-23,6,73027,14717,17734,18,16,17,44,7,0,0,0,0,0,51
2023-08-24,1,131044940,22453006,2563505,20767,0,0,17188,3578,0,1,0,0,0,20767
2023-08-24,2,35050,71661,10389,64,0,1,62,3,0,0,0,0,0,65
2023-08-24,3,1544846417,21778986,5087018,0,34648,16,34663,1,0,0,0,0,0,34664
2023-08-24,4,4103410,2575859,140167,0,2871,28,2899,0,0,0,0,0,0,2899
2023-08-24,5,168151203,1202272,1189647,15,3274,80,3368,0,0,0,1,0,0,3369
2023-08-24,6,37496,5692,23792,0,5,18,23,0,0,0,0,0,0,23
2023-08-25,1,127338497,18626480,2496084,19383,0,0,16122,3261,0,0,0,0,0,19383
2023-08-25,2,42383,193786,150067,225,0,0,209,16,0,0,0,0,0,225
2023-08-25,3,1424157938,20348897,4847612,0,32641,227,32862,5,0,0,1,0,0,32868
2023-08-25,4,932554,2913128,356198,0,3400,387,3774,12,0,0,1,0,0,3787
2023-08-25,5,198095858,1359296,1254235,20,3611,94,3723,2,0,0,0,0,0,3725
2023-08-25,6,10050,10470,25026,18,8,18,40,4,0,0,0,0,0,44
2023-08-26,1,82008541,11720597,1518711,12353,0,0,10262,2091,0,0,0,0,0,12353
2023-08-26,2,6897,49982,5418,44,0,0,42,2,0,0,0,0,0,44
2023-08-26,3,862141920,11871790,2793031,0,19898,7,19902,0,0,0,3,0,0,19905
2023-08-26,4,440661,1491843,86749,0,1692,37,1725,0,0,0,4,0,0,1729
2023-08-26,5,231261336,1437882,1241573,6,3603,92,3696,2,0,0,3,0,0,3701
2023-08-26,6,11131,7164,16779,0,7,31,33,0,0,0,5,0,0,38
2023-08-27,1,81297696,13435187,1488687,11587,0,0,9622,1959,0,6,0,0,0,11587
2023-08-27,2,4605,44383,3590,38,0,0,38,0,0,0,0,0,0,38
2023-08-27,3,812827675,11307049,2994366,0,18668,8,18674,0,0,0,2,0,0,18676
2023-08-27,4,418855,1410432,102687,0,1607,35,1639,0,0,0,3,0,0,1642
2023-08-27,5,138579339,905966,1085094,2,2409,87,2497,0,0,0,1,0,0,2498
2023-08-27,6,8924,5600,4931,0,3,25,28,0,0,0,0,0,0,28
2023-08-28,1,155793475,19454440,2541121,20149,0,0,16752,3397,0,0,0,0,0,20149
2023-08-28,2,4909,38293,128644,33,0,0,31,2,0,0,0,0,0,33
2023-08-28,3,1447341612,20613651,5589998,0,32912,9,32920,0,0,0,1,0,0,32921
2023-08-28,4,710658,2374227,469477,0,2738,30,2767,0,0,0,1,0,0,2768
2023-08-28,5,145103972,1172494,1288378,12,3234,81,3327,0,0,0,0,0,0,3327
2023-08-28,6,5639,4848,10693,0,8,13,21,0,0,0,0,0,0,21
2023-08-29,1,143668307,21379146,3091436,22076,0,0,18292,3784,0,0,0,0,0,22076
2023-08-29,2,22329,77227,11505,127,0,0,112,15,0,0,0,0,0,127
2023-08-29,3,1526800613,21628681,4805053,0,34886,190,35064,5,0,0,7,0,0,35076
2023-08-29,4,900569,2869966,249663,0,3416,218,3626,6,0,0,2,0,0,3634
2023-08-29,5,145743057,1102059,1439384,1,3084,97,3181,1,0,0,0,0,0,3182
2023-08-29,6,13762,15532,63365,18,23,20,57,4,0,0,0,0,0,61
2023-08-30,1,167445482,24044336,3146939,24881,0,0,20722,4158,0,0,0,1,0,24881
2023-08-30,2,2499,43030,8035,43,0,0,38,5,0,0,0,0,0,43
2023-08-30,3,1739646095,24716177,5841295,0,40041,16,40057,0,0,0,0,0,0,40057
2023-08-30,4,814596,2793854,189328,0,3133,49,3182,0,0,0,0,0,0,3182
2023-08-30,5,120922857,1185282,1164483,6,3416,102,3518,3,0,0,3,0,0,3524
2023-08-30,6,9867,7828,13797,0,4,34,33,0,0,0,5,0,0,38
2023-08-31,1,166948324,21858382,2935134,22636,0,0,18835,3801,0,0,0,0,0,22636
2023-08-31,2,3246,30105,5549,29,0,0,25,4,0,0,0,0,0,29
2023-08-31,3,1676164949,24122949,6281263,0,38580,15,38593,0,0,0,2,0,0,38595
2023-08-31,4,796943,2700547,635391,0,3080,32,3111,1,0,0,0,0,0,3112
2023-08-31,5,252135109,1620615,1938044,12,4461,81,4554,0,0,0,0,0,0,4554
2023-08-31,6,4746,2954,2987,0,0,15,15,0,0,0,0,0,0,15
2023-09-01,1,155865728,20268974,2869124,20928,0,0,17330,3596,0,2,0,0,0,20928
2023-09-01,2,26512,74965,13722,126,0,0,114,12,0,0,0,0,0,126
2023-09-01,3,1447552482,20815578,5664441,0,33275,194,33459,5,0,0,5,0,0,33469
2023-09-01,4,895419,2799536,234339,0,3421,201,3610,6,0,0,6,0,0,3622
2023-09-01,5,237966612,1428437,1746697,5,3854,105,3962,2,0,0,0,0,0,3964
2023-09-01,6,11460,12643,13996,18,9,24,46,4,0,0,1,0,0,51
2023-09-02,1,72153946,12874111,1789451,13446,0,0,11092,2354,0,0,0,0,0,13446
2023-09-02,2,1240,10981,1280,12,0,0,12,0,0,0,0,0,0,12
2023-09-02,3,859195759,11793857,4089096,0,19517,13,19529,0,0,0,1,0,0,19530
2023-09-02,4,510709,1672346,138253,0,1949,48,1997,0,0,0,0,0,0,1997
2023-09-02,5,143100845,973491,1109722,10,2506,96,2609,3,0,0,0,0,0,2612
2023-09-02,6,10762,5511,15684,0,8,20,28,0,0,0,0,0,0,28
2023-09-03,1,56563015,10049316,1412251,10489,0,0,8650,1839,0,0,0,0,0,10489
2023-09-03,2,4899,32314,4669,37,0,0,36,1,0,0,0,0,0,37
2023-09-03,3,758082459,10641679,3016580,0,17507,18,17515,0,0,0,10,0,0,17525
2023-09-03,4,387669,1285480,107799,0,1486,31,1517,0,0,0,0,0,0,1517
2023-09-03,5,169171588,941443,1193097,20,2384,86,2487,0,0,0,3,0,0,2490
2023-09-03,6,7231,5055,5742,0,2,24,21,0,0,0,5,0,0,26
2023-09-04,1,144565622,16869332,2277509,17425,0,0,14421,3004,0,0,0,0,0,17425
2023-09-04,2,20950,64730,11390,118,0,0,108,10,0,0,0,0,0,118
2023-09-04,3,1236857885,17527523,3892797,0,28077,191,28261,5,0,0,2,0,0,28268
2023-09-04,4,736612,2293442,180859,0,2813,210,3017,6,0,0,0,0,0,3023
2023-09-04,5,158661495,1040529,1276603,14,2810,91,2913,2,0,0,0,0,0,2915
2023-09-04,6,10867,9825,5610,18,1,21,36,4,0,0,0,0,0,40
2023-09-05,1,114184854,19978787,2811780,20828,0,0,17296,3532,0,0,0,0,0,20828
2023-09-05,2,333074,881394,982586,1906,0,0,970,936,0,0,0,0,0,1906
2023-09-05,3,1484839046,25922141,9269915,0,44166,1195,45359,0,0,0,2,0,0,45361
2023-09-05,4,8896297,5868144,2464799,0,9541,759,10294,1,0,0,5,0,0,10300
2023-09-05,5,205154804,1951406,1894561,9,4989,117,5114,0,0,0,1,0,0,5115
2023-09-05,6,12003,17779,37950,38,6,17,61,0,0,0,0,0,0,61
